Date,Venue,City_Country,Tour,Set,Encores,Encores_Count,Set_Length,Other_Acts,URL
"July 7, 1996",Hippodrome At Parc Exposition,"Quebec City, Quebec, Canada",Lollapalooza,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Whiplash', 'Fade to Black', 'King Nothing', 'One', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Nothing Else Matters', 'Enter Sandman']","['Last Caress', 'Master of Puppets', 'Overkill', 'Motorbreath']",2.0,17.0,"['Soundgarden', 'Ramones', 'Rancid', 'Shaolin Monks', 'Screaming Trees', 'Psychotica']",https://www.metallica.com/events/event-10080.html
"July 5, 1996",Molson Park,"Toronto, Ontario, Canada",Lollapalooza,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Whiplash', 'Fade to Black', 'King Nothing', 'One', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Nothing Else Matters', 'Enter Sandman']","['Last Caress', 'Master of Puppets', 'Overkill']",1.0,16.0,"['Soundgarden', 'Violent Femmes', 'Ramones', 'Rancid', 'Shaolin Monks', 'Screaming Trees', 'Psychotica']",https://www.metallica.com/events/event-10079.html
"July 3, 1996",Buckeye Lake Music Center,"Columbus, Ohio, United States",Lollapalooza,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Whiplash', 'Fade to Black', 'King Nothing', 'One', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Nothing Else Matters', 'Enter Sandman']","['Last Caress', 'Master of Puppets', 'Overkill']",1.0,16.0,"['Soundgarden', 'Violent Femmes', 'Ramones', 'Rancid', 'Shaolin Monks', 'Screaming Trees', 'Psychotica']",https://www.metallica.com/events/event-10078.html
"July 2, 1996",Deer Creek Music Center,"Indianapolis, Indiana, United States",Lollapalooza,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Whiplash', 'Fade to Black', 'King Nothing', 'One', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Nothing Else Matters', 'Enter Sandman']","['Last Caress', 'Master of Puppets', 'Overkill']",1.0,16.0,"['Soundgarden', 'Waylon Jennings', 'Ramones', 'Rancid', 'Shaolin Monks', 'Screaming Trees', 'Psychotica']",https://www.metallica.com/events/event-10077.html
"June 30, 1996",Winnebago County Fairgrounds,"Rockford, Illinois, United States",Lollapalooza,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Whiplash', 'Fade to Black', 'King Nothing', 'One', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Nothing Else Matters', 'Enter Sandman']","['Last Caress', 'Master of Puppets', 'Overkill']",1.0,16.0,"['Soundgarden', 'Cheap Trick', 'Ramones', 'Rancid', 'Shaolin Monks', 'Screaming Trees', 'Psychotica']",https://www.metallica.com/events/event-10076.html
"June 28, 1996",Iowa State Fairgrounds,"Des Moines, Iowa, United States",Lollapalooza,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Whiplash', 'Fade to Black', 'King Nothing', 'One', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Nothing Else Matters', 'Enter Sandman']","['Last Caress', 'Master of Puppets', 'Overkill']",1.0,16.0,"['Soundgarden', 'Waylon Jennings', 'Ramones', 'Rancid', 'Shaolin Monks', 'Screaming Trees', 'Psychotica']",https://www.metallica.com/events/event-10075.html
"June 27, 1996",Longview Lake,"Kansas City, Missouri, United States",Lollapalooza,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Whiplash', 'Fade to Black', 'King Nothing', 'One', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Nothing Else Matters', 'Enter Sandman']","['Last Caress', 'Master of Puppets', 'Overkill']",1.0,16.0,"['Soundgarden', 'Cocteau Twins', 'Ramones', 'Rancid', 'Shaolin Monks', 'Screaming Trees', 'Psychotica']",https://www.metallica.com/events/event-10074.html
"June 24, 1996",Louie'S Bar,"Aberdeen, Washington, United States",,"['Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Until It Sleeps', 'Enter Sandman', 'For Whom the Bell Tolls']",[],0.0,6.0,,https://www.metallica.com/events/event-10073.html
"June 23, 1996",The Phoenix,"Toronto, Ontario, Canada",,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Whiplash', 'Fade to Black', 'King Nothing', 'One', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Nothing Else Matters', 'Enter Sandman']","['Last Caress', 'Master of Puppets', 'Overkill', 'Motorbreath']",2.0,17.0,,https://www.metallica.com/events/event-10072.html
"June 10, 1996",Slim'S,"San Francisco, California, United States",,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Whiplash', 'Fade to Black', 'King Nothing', 'One', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Nothing Else Matters', 'Enter Sandman']","['Last Caress', 'Master of Puppets', 'Overkill', 'Motorbreath']",2.0,17.0,['The Giant Behemoth'],https://www.metallica.com/events/event-10071.html
"June 9, 1996",Slim'S,"San Francisco, California, United States",,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Whiplash', 'Fade to Black', 'King Nothing', 'One', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Nothing Else Matters', 'Enter Sandman']","['Last Caress', 'Master of Puppets', 'Overkill']",1.0,16.0,['Stone Fox'],https://www.metallica.com/events/event-10070.html
"June 4, 1996",Tower Records Parking Lot,"San Jose, California, United States",,"['So What', 'Creeping Death', ""Ain't My Bitch"", 'Until It Sleeps', 'Sad But True', 'Whiplash']",[],0.0,6.0,,https://www.metallica.com/events/event-10069.html
"June 4, 1996",Tower Records Parking Lot,"San Francisco, California, United States",,,,,,,https://www.metallica.com/events/event-10068.html
"June 4, 1996",Tower Records Parking Lot,"Sacramento, California, United States",,"['So What', 'Creeping Death', ""Ain't My Bitch"", 'Until It Sleeps', 'Sad But True', 'Whiplash']",[],0.0,6.0,,https://www.metallica.com/events/event-10067.html
"December 14, 1995",Whisky A Go Go,"West Hollywood, California, United States",,"['Overkill', 'Damage Case', 'Stone Dead Forever', 'Too Late Too Late', 'The Chase Is Better Than the Catch', '(We Are) The Road Crew']",[],0.0,6.0,['Motörhead'],https://www.metallica.com/events/event-10066.html
"September 3, 1995",Molson Ice Polar Beach Party @ The Big Igloo,"Tuktoyaktuk, Northwest Territories, Canada",Escape from the Studio '95,"['Creeping Death', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Fade to Black', ' x ', 'For Whom the Bell Tolls', ""Devil's Dance"", 'Seek and Destroy', 'Nothing Else Matters', 'Sad But True', 'One']","['Enter Sandman', 'So What']",1.0,14.0,"['Hole', 'Veruca Salt', 'Moist']",https://www.metallica.com/events/event-10065.html
"August 26, 1995",Monsters Of Rock @ Donington Park,"Castle Donington, England",Escape from the Studio '95,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'The God That Failed', 'Fade to Black', ' x ', 'Kill/Ride Medley', 'For Whom the Bell Tolls', ""Devil's Dance"", 'Creeping Death', 'Welcome Home (Sanitarium)', 'Harvester of Sorrow', 'Guitar Solo', 'Nothing Else Matters', 'Sad But True', 'One']","['Last Caress', 'Seek and Destroy', 'Enter Sandman', 'So What']",2.0,20.0,"['Therapy?', 'Skid Row', 'Slayer', ""Slash's Snakepit"", 'White Zombie', 'Machine Head', 'Warrior Soul', 'Corrosion of Conformity']",https://www.metallica.com/events/event-12439.html
"August 23, 1995",London Astoria 2,"London, England",Escape from the Studio '95,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'The God That Failed', 'Fade to Black', ' x ', 'Kill/Ride Medley', 'For Whom the Bell Tolls', ""Devil's Dance"", 'Creeping Death', 'Welcome Home (Sanitarium)', 'Harvester of Sorrow', 'Guitar Solo', 'Nothing Else Matters', 'Sad But True', 'One']","['Last Caress', 'Seek and Destroy', 'Enter Sandman', 'So What']",2.0,20.0,['Corrosion of Conformity'],https://www.metallica.com/events/event-12438.html
"August 17, 1995",Hun Sound Studios,"San Rafael, California, United States",,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'The God That Failed', 'Fade to Black', ' x ', 'Kill/Ride Medley', 'For Whom the Bell Tolls', ""Devil's Dance"", 'Creeping Death', 'Welcome Home (Sanitarium)', 'Harvester of Sorrow', 'Nothing Else Matters', 'Sad But True', 'One', 'Last Caress', 'Seek and Destroy', 'Enter Sandman', 'So What']",[],0.0,19.0,,https://www.metallica.com/events/event-10064.html
"August 21, 1994",Bicentennial Park,"Miami, Florida, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'Rapid Fire', 'So What']",2.0,21.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10063.html
"August 20, 1994",Tampa State Fairgrounds,"Tampa, Florida, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10062.html
"August 19, 1994",Lakewood Amphitheatre,"Atlanta, Georgia, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10061.html
"August 17, 1994",Starwood Ampitheatre,"Nashville, Tennessee, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10060.html
"August 16, 1994",Blockbuster Pavilion,"Charlotte, North Carolina, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10059.html
"August 14, 1994",Merriweather Post Pavilion,"Washington, D.C., United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-12493.html
"August 13, 1994",Woodstock '94 @ Winston Farm,"Saugerties, New York, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Fade to Black', 'For Whom the Bell Tolls', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",1.0,15.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10058.html
"August 12, 1994",Star Lake Amphitheatre,"Pittsburgh, Pennsylvania, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10057.html
"August 10, 1994",Sandstone Amphitheater,"Kansas City, Kansas, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10056.html
"August 9, 1994",Fairgrounds Arena,"Oklahoma City, Oklahoma, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10055.html
"August 7, 1994",Houston Raceway Park,"Houston, Texas, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10054.html
"August 6, 1994",South Park Meadows,"Austin, Texas, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10053.html
"August 5, 1994",Starplex Amphitheatre,"Dallas, Texas, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10052.html
"August 3, 1994",Fiddlers Green Amphitheater,"Denver, Colorado, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10051.html
"August 2, 1994",Unm Football Stadium,"Albuquerque, New Mexico, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10050.html
"July 31, 1994",Brown Airport Field,"San Diego, California, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10049.html
"July 30, 1994",Sam Boyd Silver Bowl,"Las Vegas, Nevada, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10048.html
"July 29, 1994",Park West,"Park City, Utah, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10047.html
"July 27, 1994",Blockbuster Desert Sky Pavilion,"Phoenix, Arizona, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10046.html
"July 26, 1994",Velodrome Field,"Dominguez Hills, California, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10045.html
"July 24, 1994",Glen Helen Blockbuster Pavilion,"San Bernardino, California, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10044.html
"July 23, 1994",Cal Expo Amphitheater,"Sacramento, California, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10043.html
"July 22, 1994",Shoreline Amphitheater,"Mountain View, California, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10042.html
"July 20, 1994",New Portland Meadows,"Portland, Oregon, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10041.html
"July 19, 1994",Seattle Memorial Stadium,"Seattle, Washington, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10040.html
"July 17, 1994",Thunderbird Stadium,"Vancouver, British Columbia, Canada",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Fight', 'Suicidal Tendencies', 'Candlebox']",https://www.metallica.com/events/event-10039.html
"July 3, 1994",World Music Theatre,"Chicago, Illinois, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'London Dungeon', 'Last Caress', 'Green Hell', 'So What']",2.0,23.0,"['Danzig', 'Suicidal Tendencies']",https://www.metallica.com/events/event-10038.html
"July 2, 1994",Deer Creek Music Center,"Indianapolis, Indiana, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Danzig', 'Suicidal Tendencies']",https://www.metallica.com/events/event-10037.html
"July 1, 1994",Marcus Amphitheater,"Milwaukee, Wisconsin, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Danzig', 'Suicidal Tendencies']",https://www.metallica.com/events/event-10036.html
"June 29, 1994",Polaris Amphitheatre,"Columbus, Ohio, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Danzig', 'Suicidal Tendencies']",https://www.metallica.com/events/event-10035.html
"June 28, 1994",Riverport Amphitheatre,"St. Louis, Missouri, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Danzig', 'Suicidal Tendencies']",https://www.metallica.com/events/event-10034.html
"June 26, 1994",River'S Edge Park,"Somerset, Wisconsin, United States",Summer Shit,"['Breadfan', 'Master of Puppets', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'The God That Failed', 'Kill/Ride Medley', 'For Whom the Bell Tolls', 'Disposable Heroes', 'Seek and Destroy', 'Guitar Solo', 'Nothing Else Matters', 'Creeping Death', 'Bass Solo', 'Fade to Black', 'Whiplash']","['Sad But True', 'One', 'Enter Sandman', 'So What']",2.0,20.0,"['Danzig', 'Suicidal Tendencies']",https://www.metallica.com/events/event-10033.html
